"contrast","Group","SeqKind","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"1 - 2","A","blue",1179.85240541198,148.15315711117,200,887.709754385018,1471.99505643893,7.96373447868308,1.23453524391526e-13
"1 - 2","B","blue",745.648221228248,262.418907127232,200,228.185369253921,1263.11107320257,2.84144244555795,0.00495609703529461
"1 - 2","A","green",773.579466260941,121.402922345371,200,534.185502149984,1012.9734303719,6.37200037129451,1.25963730344739e-09
"1 - 2","B","green",854.853702547224,346.935729715674,200,170.732447277214,1538.97495781724,2.46401171550652,0.0145832735770102
"1 - 2","A","yellow",918.871407273868,216.335703633766,200,492.279850241261,1345.46296430647,4.24743300268838,3.31157323049174e-05
"1 - 2","B","yellow",922.49374681989,338.807274882469,200,254.400960939454,1590.58653270033,2.72276841499315,0.00704581427492166
"1 - 2","A - B","blue",434.204184183727,285.13300178066,200,-128.048505260956,996.456873628411,1.52281279778951,0.129385107968707
"1 - 2","A - B","green",-81.2742362862835,364.731672206735,200,-800.487243350424,637.938770777857,-0.222832954962618,0.823892928856262
"1 - 2","A - B","yellow",-3.62233954602266,398.645154300288,200,-789.709213880716,782.464534788671,-0.00908662630649727,0.992759078200939
